iter	Logloss
214	0.2957955405
215	0.2957079328
216	0.2955969219
217	0.2954669373
218	0.2953452075
219	0.2952523542
220	0.2951545072
221	0.2950606135
222	0.2949763025
223	0.2948985092
224	0.2947842554
225	0.2946855071
226	0.2945739176
227	0.294464322
228	0.2943653373
229	0.2942739251
230	0.2941671038
231	0.29406814
232	0.293996532
233	0.2939063145
234	0.2938120368
235	0.2937297964
236	0.2936286909
237	0.2935235347
238	0.2934424885
239	0.2933686046
240	0.2932804
241	0.2932066614
242	0.2931031778
243	0.2930118844
244	0.2929341174
245	0.2928510595
246	0.2927670226
247	0.2926845864
248	0.292563975
249	0.2924589584
250	0.2923583591
251	0.2922699517
252	0.292163167
253	0.2920874706
254	0.2919943661
255	0.2918938258
256	0.2918339872
257	0.2917458144
258	0.2916549025
259	0.2915771295
260	0.2914848976
261	0.2914217956
262	0.2913528279
263	0.2912766345
264	0.2912021572
265	0.2911138402
266	0.2910307518
267	0.2909668676
268	0.2908907529
269	0.2908390931
270	0.2907621102
271	0.2906958047
272	0.290634793
273	0.2905619642
274	0.2904933633
275	0.2904085736
276	0.2903247494
277	0.2902595155
278	0.2901718481
279	0.2901024305
280	0.2900022439
281	0.2899362829
282	0.2898766519
283	0.2898138492
284	0.2897482656
285	0.2896805477
286	0.2896070286
287	0.2895366927
288	0.2894852735
289	0.2894100424
290	0.289334914
291	0.289282262
292	0.2892292839
293	0.2891868538
294	0.2891249913
295	0.2890652797
296	0.2889928009
297	0.2889304415
298	0.2888644592
299	0.2888058378
300	0.2887412833
301	0.2886747462
302	0.2886039619
303	0.2885354787
304	0.2884774195
305	0.2884153345
306	0.2883645285
307	0.2883166328
308	0.2882650901
309	0.2882064108
310	0.2881490637
311	0.2881039367
312	0.2880207327
313	0.2879642126
314	0.2878922307
315	0.2878291978
316	0.2877652581
317	0.2877190866
318	0.2876415391
319	0.2875858808
320	0.2875245411
321	0.2874612896
322	0.2874002763
323	0.2873391532
324	0.2872884063
325	0.2872445687
326	0.2871828825
327	0.2871368302
328	0.2870686043
329	0.2870084991
330	0.2869690014
331	0.286921031
332	0.2868733007
333	0.2868036878
334	0.2867460591
335	0.2866872965
336	0.2866220447
337	0.2865669597
338	0.2865206081
339	0.2864805057
340	0.2864339945
341	0.2863933986
342	0.2863466311
343	0.2862961402
344	0.2862514256
345	0.28618978
346	0.2861290339
347	0.2860996066
348	0.2860560442
349	0.28601947
350	0.2859759737
351	0.2859261385
352	0.2858645937
353	0.2858130475
354	0.2857511698
355	0.2856820765
356	0.2856522843
357	0.2855906971
358	0.2855283155
359	0.285470631
360	0.2853989245
361	0.2853500071
362	0.2852826074
363	0.2852447661
364	0.285202599
365	0.2851493448
366	0.2851002582
367	0.2850536206
368	0.2850093517
369	0.284959183
370	0.284907079
371	0.284863033
372	0.2848124206
373	0.284786531
374	0.2847392995
375	0.2846882899
376	0.2846486657
377	0.2846089561
378	0.284553575
379	0.2845212512
380	0.2844891483
381	0.2844407916
382	0.2844071927
383	0.284371539
384	0.2843334152
385	0.2842903605
386	0.2842349383
387	0.2841914716
388	0.2841591691
389	0.2841001443
390	0.2840492685
391	0.2840030025
392	0.2839528546
393	0.2839238933
394	0.2838840316
395	0.2838355237
396	0.2838010434
397	0.2837463071
398	0.2837021579
399	0.283662847
400	0.2836217548
401	0.2835744607
402	0.2835290997
403	0.2834884474
404	0.2834603606
405	0.2834364026
406	0.2833873422
407	0.2833544055
408	0.283325062
409	0.2832753755
410	0.2832517184
411	0.283215408
412	0.2831759846
413	0.2831411805
414	0.2831037679
415	0.2830635709
416	0.2830298321
417	0.2829953799
418	0.2829557046
419	0.2829206563
420	0.2828957778
421	0.2828457512
422	0.2828113216
423	0.2827719838
424	0.2827373816
425	0.2827040715
426	0.2826752191
427	0.2826329744
428	0.2825950857
429	0.2825668229
430	0.282523441
431	0.2825020378
432	0.2824666403
433	0.2824248772
434	0.2823862758
435	0.282348291
436	0.2822859858
437	0.2822518466
438	0.2822170387
439	0.2821866359
440	0.2821628122
441	0.2821122155
442	0.2820762429
443	0.2820458029
444	0.2820015987
445	0.2819629925
446	0.2819263275
447	0.2818912726
448	0.2818402908
449	0.2818136884
450	0.2817909432
451	0.2817503539
452	0.28172096
453	0.2816881181
454	0.2816604691
455	0.2816394186
456	0.2816077417
457	0.2815667058
458	0.2815320941
459	0.2815063511
460	0.2814767977
461	0.2814477205
462	0.2814048838
463	0.2813745016
464	0.2813383023
465	0.2813102833
466	0.281282036
467	0.2812560928
468	0.2812223466
469	0.2811623066
470	0.2811310446
471	0.2811062237
472	0.2810515165
473	0.2810197885
474	0.2809835399
475	0.2809584238
476	0.2809315481
477	0.2808977666
478	0.2808645287
479	0.280835502
480	0.2808119207
481	0.2807763422
482	0.2807547203
483	0.2807232146
484	0.280701691
485	0.2806666016
486	0.2806273068
487	0.2805965586
488	0.2805747015
489	0.2805487172
490	0.2805200272
491	0.2804954283
492	0.2804700193
493	0.2804364177
494	0.2804071259
495	0.2803813323
496	0.2803637786
497	0.2803198558
498	0.2802893482
499	0.2802582945
500	0.2802316187
501	0.2802036501
502	0.2801714528
503	0.2801500656
504	0.2801266385
505	0.2800963819
506	0.2800741235
507	0.2800504058
508	0.2800040343
509	0.2799777744
510	0.279940701
511	0.2799184999
512	0.2799024308
513	0.2798838709
514	0.2798631572
515	0.2798365641
516	0.2798148328
517	0.2797872359
518	0.2797689784
519	0.2797313297
520	0.2796928754
521	0.2796623076
522	0.2796438116
523	0.279607259
524	0.2795855649
525	0.2795401175
526	0.2795180537
527	0.279490256
528	0.2794532605
529	0.2794268571
530	0.2794065854
531	0.2793847267
532	0.2793650504
533	0.279343514
534	0.2793254946
535	0.2792842665
536	0.2792607764
537	0.2792377391
538	0.2792147486
539	0.2791857427
540	0.279154502
541	0.2791188984
542	0.2790980005
543	0.2790751089
544	0.2790573931
545	0.2790443011
546	0.2790164691
547	0.278989682
548	0.2789725728
549	0.2789370369
550	0.2789156486
551	0.2788982799
552	0.2788676685
553	0.2788371351
554	0.2788124369
555	0.2787946892
556	0.278766085
557	0.2787380201
558	0.2787070742
559	0.2786822817
560	0.2786561331
561	0.278636801
562	0.2786098891
563	0.2785929643
564	0.2785728278
565	0.2785370376
566	0.2785132042
567	0.2784819358
568	0.2784605212
569	0.2784408483
570	0.2784087601
571	0.2783949699
572	0.2783698021
573	0.2783539441
574	0.2783354487
575	0.2782857551
576	0.2782641259
577	0.2782390259
578	0.2782123469
579	0.2781827624
580	0.2781632142
581	0.2781422756
582	0.2781060045
583	0.27808899
584	0.2780691869
585	0.2780513661
586	0.2780370179
587	0.2780177369
588	0.2779963284
589	0.2779712375
590	0.2779478388
591	0.2779262816
592	0.2779064672
593	0.2778925843
594	0.2778750292
595	0.2778537099
596	0.2778406636
597	0.2778108959
598	0.2777937566
599	0.2777760369
600	0.2777536087
601	0.2777329322
602	0.2777131129
603	0.2776902957
604	0.2776734569
605	0.2776595579
606	0.277646782
607	0.2776340062
608	0.2776183907
609	0.2775914726
610	0.2775716972
611	0.2775547046
612	0.277542221
613	0.2775235078
614	0.2774970071
615	0.2774719411
616	0.2774336399
617	0.277412801
618	0.2773984128
619	0.2773748951
620	0.2773593009
621	0.2773395735
622	0.2773221285
623	0.2773063272
624	0.2772714111
625	0.277245171
626	0.2772290184
627	0.2772056746
628	0.2771865497
629	0.2771618144
630	0.2771464548
631	0.2771288365
632	0.2771029148
633	0.2770847815
634	0.2770585852
635	0.2770421829
636	0.2770281996
637	0.2770063667
638	0.2769886569
639	0.2769621653
640	0.2769282803
641	0.276889344
642	0.2768688307
643	0.276853819
644	0.2768320025
645	0.2768144871
646	0.2767932433
647	0.2767785659
648	0.2767578454
649	0.2767435357
650	0.2767222835
651	0.2766956734
652	0.2766601037
653	0.2766460655
654	0.2766269476
655	0.2766106706
656	0.2765847166
657	0.2765672244
658	0.2765484837
659	0.276525617
660	0.2764897489
661	0.2764723282
662	0.2764565824
663	0.2764365622
664	0.2764230312
665	0.2764080634
666	0.2763933342
667	0.2763703023
668	0.276345594
669	0.2763339032
670	0.2763158776
671	0.2762910073
672	0.2762753867
673	0.27625421
674	0.2762368036
675	0.2762247388
676	0.2761913294
677	0.2761777709
678	0.2761585074
679	0.2761377793
680	0.2761152204
681	0.2761011822
682	0.2760852494
683	0.2760724405
684	0.2760603147
685	0.2760427842
686	0.2760302825
687	0.2760118921
688	0.2759884992
689	0.2759741784
690	0.2759556789
691	0.2759376535
692	0.2759207593
693	0.2759059116
694	0.275883199
695	0.2758678711
696	0.275853471
697	0.275831954
698	0.2758073563
699	0.2757939568
700	0.2757756149
701	0.2757614341
702	0.2757480075
703	0.2757344402
704	0.2757189466
705	0.2757045954
706	0.2756855236
707	0.2756693586
708	0.2756552734
709	0.2756439199
710	0.2756297487
711	0.2756081399
712	0.2755956619
713	0.2755738218
714	0.2755467144
715	0.2755274706
716	0.2755111322
717	0.2754922146
718	0.2754717598
719	0.2754490427
720	0.2754317702
721	0.2754158868
722	0.275401922
723	0.2753882382
724	0.2753799516
725	0.2753584466
726	0.2753257925
727	0.2753151155
728	0.2752921527
729	0.2752809317
730	0.2752688801
731	0.2752484032
732	0.2752345703
733	0.2752187331
734	0.2752011563
735	0.2751895268
736	0.2751675401
737	0.2751491782
738	0.2751326102
739	0.2751134274
740	0.2751014582
741	0.275087314
742	0.2750747455
743	0.2750639094
744	0.2750472572
745	0.2750294278
746	0.2750181217
747	0.2749953635
748	0.2749827933
749	0.2749635801
750	0.2749496765
751	0.2749321337
752	0.2749205313
753	0.2748945334
754	0.2748640385
755	0.2748515914
756	0.2748393149
757	0.2748134559
758	0.2748011076
759	0.2747867092
760	0.2747752502
761	0.2747641759
762	0.2747399983
763	0.2747247489
764	0.2747105054
765	0.2746965388
766	0.2746726541
767	0.2746578606
768	0.2746404699
769	0.2746296734
770	0.2746167206
771	0.2746041318
772	0.2745919729
773	0.2745800202
774	0.2745634191
775	0.2745496742
776	0.2745360273
777	0.2745243752
778	0.2745035029
779	0.2744921181
780	0.2744804099
781	0.2744664325
782	0.2744434012
783	0.2744321797
784	0.2744157208
785	0.274396667
786	0.2743816041
787	0.2743645171
788	0.2743500946
789	0.2743365023
790	0.2743265727
791	0.2743152566
792	0.2743014021
793	0.2742863707
794	0.2742690469
795	0.2742568256
796	0.2742426686
797	0.2742258408
798	0.2742126259
799	0.2741880984
800	0.2741753701
801	0.2741643236
802	0.2741427131
803	0.2741276609
804	0.2741160584
805	0.2741031365
806	0.2740891991
807	0.2740710233
808	0.2740572673
809	0.2740447471
810	0.2740321755
811	0.274007957
812	0.2739906387
813	0.27395192
814	0.2739306874
815	0.2739151218
816	0.2739029922
817	0.2738809375
818	0.2738694034
819	0.2738592503
820	0.2738461374
821	0.2738321122
822	0.2738163863
823	0.2738039103
824	0.2737938558
825	0.2737771387
826	0.2737604158
827	0.2737469364
828	0.2737180287
829	0.2736883338
830	0.2736782914
831	0.2736683704
832	0.2736560717
833	0.2736444141
834	0.2736340725
835	0.2736123415
836	0.2736015488
837	0.273584164
838	0.2735722968
839	0.2735520857
840	0.2735399835
841	0.2735299994
842	0.273519717
843	0.2734886663
844	0.2734759491
845	0.2734637409
846	0.2734515473
847	0.2734409365
848	0.2734273216
849	0.2734149335
850	0.273398792
851	0.2733870252
852	0.2733753468
853	0.2733649151
854	0.2733551511
855	0.2733417346
856	0.2733249132
857	0.2733094894
858	0.2732971802
859	0.2732857172
860	0.273271689
861	0.2732621475
862	0.2732505971
863	0.2732391855
864	0.2732295836
865	0.2732175628
866	0.2732057569
867	0.2731890914
868	0.27316493
869	0.2731555644
870	0.2731438156
871	0.273134551
872	0.273124088
873	0.2731133366
874	0.2730979757
875	0.2730833687
876	0.2730742291
877	0.2730639508
878	0.2730506338
879	0.2730362172
880	0.2730247176
881	0.2730094751
882	0.2729903877
883	0.2729819561
884	0.272964253
885	0.2729492327
886	0.2729381134
887	0.2729253884
888	0.2729120722
889	0.2729042341
890	0.2728937378
891	0.2728800419
892	0.2728610589
893	0.2728504524
894	0.2728353085
895	0.272825037
896	0.2728134382
897	0.2728068238
898	0.2727960623
899	0.2727812479
900	0.2727709576
901	0.272761526
902	0.2727536801
903	0.2727399001
904	0.2727233175
905	0.2727079729
906	0.2726974252
907	0.2726825764
908	0.2726674503
909	0.2726496795
910	0.2726379993
911	0.2726176117
912	0.2726055763
913	0.2725881206
914	0.2725799886
915	0.2725597641
916	0.272548774
917	0.2725389923
918	0.2725298505
919	0.2725209269
920	0.272508549
921	0.2724947109
922	0.2724850272
923	0.2724709755
924	0.2724600061
925	0.2724393051
926	0.2724261785
927	0.2724158757
928	0.2724052483
929	0.2723949594
930	0.2723876647
931	0.2723752799
932	0.2723608223
933	0.2723344429
934	0.2723244259
935	0.2723141032
936	0.272301652
937	0.2722909476
938	0.2722819181
939	0.2722731571
940	0.2722577011
941	0.2722459694
942	0.2722336725
943	0.2722216764
944	0.2722122477
945	0.2721998903
946	0.2721859728
947	0.2721703901
948	0.2721599878
949	0.2721483341
950	0.2721395281
951	0.2721281782
952	0.2721161438
953	0.272108366
954	0.2720961449
955	0.2720868969
956	0.2720801227
957	0.2720718987
958	0.2720630932
959	0.2720535433
960	0.2720444964
961	0.2720298969
962	0.2720186386
963	0.2720059817
964	0.2719966284
965	0.2719749849
966	0.2719619802
967	0.2719513114
968	0.2719417094
969	0.2719282834
970	0.271918055
971	0.2719081752
972	0.2719020372
973	0.2718907749
974	0.2718753934
975	0.2718655711
976	0.2718514098
977	0.2718345116
978	0.2718187466
979	0.2718092572
980	0.2717959567
981	0.2717839836
982	0.2717627841
983	0.27175028
984	0.271737497
985	0.2717272655
986	0.271713673
987	0.2716982806
988	0.2716862901
989	0.2716737884
990	0.2716634582
991	0.2716533734
992	0.271645885
993	0.2716399171
994	0.2716314621
995	0.2716194991
996	0.2716126265
997	0.2716033549
998	0.271589881
999	0.2715725014
